Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
DRR251879,2022-10-18 13:58:49,2022-10-18 13:46:49,36808,18404000,36808,500,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251879/DRR251879.lite.1,DRX241636,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260211,SAMD00249814,simple,408170,human gut metagenome,SAMD00249814,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,903EC6A8BE5E61369594B1024BB4B3D0,4264484813AE2DFA8FA4A0CFA24FA954
DRR251880,2022-10-18 13:58:49,2022-10-18 13:51:17,39511,19755500,39511,500,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251880/DRR251880.lite.1,DRX241637,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260212,SAMD00249815,simple,408170,human gut metagenome,SAMD00249815,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,8397972AE304BB4A83C04106ADE8B007,018D30881B52A9C86E9863117FF808E5
DRR251881,2022-10-18 13:58:49,2022-10-18 13:55:49,35681,17840500,35681,500,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251881/DRR251881.lite.1,DRX241638,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260213,SAMD00249816,simple,408170,human gut metagenome,SAMD00249816,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,5EE2D523B6441CD262DB447761C0B179,E93B1BC4721B8802A800C91DA779DCC7
DRR251882,2022-10-18 13:58:49,2022-10-18 13:54:02,45155,22577500,45155,500,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251882/DRR251882.lite.1,DRX241639,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260214,SAMD00249817,simple,408170,human gut metagenome,SAMD00249817,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,75B14623032302A0C5A0B7B7614EA4D5,0EAED5BF4F4FEB788BA4AC5D042045F7
DRR251883,2022-10-18 13:58:49,2022-10-18 13:47:14,129502,64751000,129502,500,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251883/DRR251883.lite.1,DRX241640,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260215,SAMD00249818,simple,408170,human gut metagenome,SAMD00249818,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,348706CEFF8C85E254BEB569CAC2C17C,FEDE1B8A58D6ED5BDB996A2B5B388BDB
DRR251884,2022-10-18 13:58:49,2022-10-18 13:56:18,34273,17136500,34273,500,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251884/DRR251884.lite.1,DRX241641,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260216,SAMD00249819,simple,408170,human gut metagenome,SAMD00249819,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,8CB2C6F8D01834EAC04EA5EF4E304ECC,63EA061FE048AD4B3E008641C708A7D1
DRR251885,2022-10-18 13:58:49,2022-10-18 13:50:03,64310,32155000,64310,500,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251885/DRR251885.lite.1,DRX241642,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260217,SAMD00249820,simple,408170,human gut metagenome,SAMD00249820,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,228FF04887BB087870754548D6952D64,8668D70182BADF483C7AF65F5172FA75
DRR251886,2022-10-18 13:58:49,2022-10-18 13:50:50,55199,27599500,55199,500,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251886/DRR251886.lite.1,DRX241643,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260218,SAMD00249821,simple,408170,human gut metagenome,SAMD00249821,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,D9C623D027AF4DAD54FEF2672065902F,7CFDF818DE9EC2EE13EDA130B6BB3224
DRR251887,2022-10-18 13:58:49,2022-10-18 13:50:00,61118,30559000,61118,500,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251887/DRR251887.lite.1,DRX241644,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260219,SAMD00249822,simple,408170,human gut metagenome,SAMD00249822,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,9B1B1F4D5FB98FFCA752E0A518137D5C,AF5FCE26B02237543899636967062B38
DRR251888,2022-10-18 13:58:49,2022-10-18 13:58:12,114334,57167000,114334,500,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251888/DRR251888.lite.1,DRX241645,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260220,SAMD00249823,simple,408170,human gut metagenome,SAMD00249823,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,4D4DF66D18E4F6894CD86E8F2E7E3E6B,DFE178A031B0A98AFD54C4D5B4C56611
DRR251889,2022-10-18 13:58:49,2022-10-18 13:54:36,50975,25487500,50975,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251889/DRR251889.lite.1,DRX241646,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260221,SAMD00249824,simple,408170,human gut metagenome,SAMD00249824,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,E5F377AE5C7E14783C53BA8646CED968,113D8BA27FD7E187F82AE6543A013C30
DRR251890,2022-10-18 13:58:49,2022-10-18 13:50:46,59992,29996000,59992,500,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251890/DRR251890.lite.1,DRX241647,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260222,SAMD00249825,simple,408170,human gut metagenome,SAMD00249825,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,AD2E616D3EAE3E4E42D5A49250269BFC,0EDC3026449A4514DFC93464B8DF3077
DRR251891,2022-10-18 13:58:49,2022-10-18 13:51:02,52215,26107500,52215,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251891/DRR251891.lite.1,DRX241648,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260223,SAMD00249826,simple,408170,human gut metagenome,SAMD00249826,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,51E50FF8E29B91ADDB530CDBCD05B436,0CE0CAF701F3DD165CAC1E1C6A874579
DRR251892,2022-10-18 13:58:49,2022-10-18 13:58:32,62104,31052000,62104,500,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251892/DRR251892.lite.1,DRX241649,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260224,SAMD00249827,simple,408170,human gut metagenome,SAMD00249827,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,C793B24A1B794BE7384A59C80327A22F,2C0871D7A392EBD1B838F6A7B294E818
DRR251893,2022-10-18 13:58:49,2022-10-18 13:55:03,59823,29911500,59823,500,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251893/DRR251893.lite.1,DRX241650,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260225,SAMD00249828,simple,408170,human gut metagenome,SAMD00249828,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,F88CB43A854F5BF7050F9A15C1267D34,DC33E68F37C7108527FDD99D946ADEE7
DRR251894,2022-10-18 13:58:49,2022-10-18 13:56:18,111354,55677000,111354,500,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251894/DRR251894.lite.1,DRX241651,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260226,SAMD00249829,simple,408170,human gut metagenome,SAMD00249829,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,8D724F2D591ADD4F8A670ACBD38F7328,65E0BD584F54E694C731DD0D0259A733
DRR251895,2022-10-18 13:58:49,2022-10-18 13:47:07,120217,60108500,120217,500,29,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251895/DRR251895.lite.1,DRX241652,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260227,SAMD00249830,simple,408170,human gut metagenome,SAMD00249830,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,54A082F34ACE99FCA5F4C4AA409D8DF6,CD33E2C38772B5DE7812E2AC0675320E
DRR251896,2022-10-18 13:58:49,2022-10-18 13:51:58,102098,51049000,102098,500,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251896/DRR251896.lite.1,DRX241653,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260228,SAMD00249831,simple,408170,human gut metagenome,SAMD00249831,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,B548C8D897FC7CA36E3EE61DDA279D47,210E39DE9F50E7FE778578C840E62AFF
DRR251897,2022-10-18 13:58:49,2022-10-18 13:47:43,104751,52375500,104751,500,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251897/DRR251897.lite.1,DRX241654,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260229,SAMD00249832,simple,408170,human gut metagenome,SAMD00249832,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,FC90D076866819606465A5B699A41818,301633E54016DBBE140A8725A98EA34F
DRR251898,2022-10-18 13:58:49,2022-10-18 13:56:04,104520,52260000,104520,500,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251898/DRR251898.lite.1,DRX241655,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260230,SAMD00249833,simple,408170,human gut metagenome,SAMD00249833,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,CBD07D910BF0F1A43FAB3BA495456DAC,3FC25AB9D195DCF3B4C80A696FB9C41E
DRR251899,2022-10-18 13:58:49,2022-10-18 13:56:24,112055,56027500,112055,500,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251899/DRR251899.lite.1,DRX241656,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260231,SAMD00249834,simple,408170,human gut metagenome,SAMD00249834,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,86B1DDD3C53C4CC75B7894A76699C370,1E278DA63FB2C8529A73526F5568D799
DRR251900,2022-10-18 13:58:49,2022-10-18 13:54:17,64747,32373500,64747,500,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251900/DRR251900.lite.1,DRX241657,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260232,SAMD00249835,simple,408170,human gut metagenome,SAMD00249835,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,303711E74A9660DCF7C589A8828197B0,BBD87E594450D29DB7B6A6C4C40FEF7D
DRR251901,2022-10-18 13:58:49,2022-10-18 13:57:37,54521,27260500,54521,500,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251901/DRR251901.lite.1,DRX241658,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260233,SAMD00249836,simple,408170,human gut metagenome,SAMD00249836,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,1A437565E463DA5D4F03D1C39F7942AC,36789AE434A9F1B02D2F90910706E47D
DRR251902,2022-10-18 13:58:49,2022-10-18 13:51:05,52074,26037000,52074,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251902/DRR251902.lite.1,DRX241659,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260234,SAMD00249837,simple,408170,human gut metagenome,SAMD00249837,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,8A3AAEA6A4A84E8F13B6FFFC4E3B9822,29EC0B3477F9A70CA6337D2ABACA3282
DRR251903,2022-10-18 13:58:49,2022-10-18 13:54:59,62765,31382500,62765,500,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251903/DRR251903.lite.1,DRX241660,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260235,SAMD00249838,simple,408170,human gut metagenome,SAMD00249838,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,442CFF3AF067038707B08902633FCAD1,F956C7EA8F3E0729BFDE8407D697793D
DRR251904,2022-10-18 13:58:49,2022-10-18 13:57:56,47447,23723500,47447,500,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251904/DRR251904.lite.1,DRX241661,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260236,SAMD00249839,simple,408170,human gut metagenome,SAMD00249839,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,60240A54CBDE403588F61E23BF38DE69,E50B3F2BD3FE496F6D21002F72A40CB1
DRR251905,2022-10-18 13:58:49,2022-10-18 13:53:47,116032,58016000,116032,500,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251905/DRR251905.lite.1,DRX241662,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260237,SAMD00249840,simple,408170,human gut metagenome,SAMD00249840,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,71B049540B5A8CD59463F5823AC09BC2,9B319B26FDE4AFAD5D52A0A36B49CCB3
DRR251906,2022-10-18 13:58:49,2022-10-18 13:58:00,109890,54945000,109890,500,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251906/DRR251906.lite.1,DRX241663,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260238,SAMD00249841,simple,408170,human gut metagenome,SAMD00249841,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,280C0F41A7593C8EBB4F857F0E202B6F,200649F3C43F4188A0BCBBF6EDD981F5
DRR251907,2022-10-18 13:58:49,2022-10-18 13:53:05,105306,52653000,105306,500,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251907/DRR251907.lite.1,DRX241664,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260239,SAMD00249842,simple,408170,human gut metagenome,SAMD00249842,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,453A089F389E4EAC84F7F1FB4C7F1275,CCC1F21C43572280EF8826FB9BFD71DC
DRR251908,2022-10-18 13:58:49,2022-10-18 13:57:08,97379,48689500,97379,500,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251908/DRR251908.lite.1,DRX241665,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260240,SAMD00249843,simple,408170,human gut metagenome,SAMD00249843,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,584FD13A24C915373DF2B22277279F2D,47642AFBE290B14D811FEB150DEFC57E
DRR251909,2022-10-18 13:58:49,2022-10-18 13:48:40,58049,29024500,58049,500,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251909/DRR251909.lite.1,DRX241666,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260241,SAMD00249844,simple,408170,human gut metagenome,SAMD00249844,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,99067175FAD29E4DF491A948A55D466E,284630007AAC19E2E3919199C2FFC38C
DRR251910,2022-10-18 13:58:49,2022-10-18 13:56:08,56539,28269500,56539,500,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251910/DRR251910.lite.1,DRX241667,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260242,SAMD00249845,simple,408170,human gut metagenome,SAMD00249845,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,43B4DB70439847E0695DC3ED46AA74D2,B7C5247BB9EF92A2592CF5DCB67CDC15
DRR251911,2022-10-18 13:58:49,2022-10-18 13:57:38,65440,32720000,65440,500,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/DRR000/251/DRR251911/DRR251911.lite.1,DRX241668,amplicon library,AMPLICON,PCR,METAGENOMIC,PAIRED,430,0,ILLUMINA,Illumina MiSeq,DRP009108,PRJDB10610,,891943,DRS260243,SAMD00249846,simple,408170,human gut metagenome,SAMD00249846,,,,,,,no,,,,,TAKARA_BIO,DRA010965,,public,1C2EF16F776B51B280F70B396DDA99FF,7D6777342EBC1ECA34A8A175477AD0D4
